Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201028:0210,0.0,0.0,0.0,6.0,1.03,0.0
20201028:0310,0.0,0.0,0.0,5.87,1.03,0.0
20201028:0410,0.0,0.0,0.0,5.8,1.03,0.0
20201028:0510,0.0,0.0,0.0,5.78,1.03,0.0
20201028:0610,186.37,83.97,11.99,6.15,0.9,0.0
20201028:0710,470.66,186.4,20.84,8.06,0.76,0.0
20201028:0810,656.48,254.42,27.99,10.44,1.31,0.0
20201028:0910,1054.72,401.68,32.7,11.87,1.45,0.0
20201028:1010,633.89,249.55,34.34,13.1,1.38,0.0
20201028:1110,865.12,334.98,32.62,13.64,1.24,0.0
20201028:1210,1367.65,524.99,27.83,14.0,1.31,0.0
20201028:1310,706.18,276.24,20.63,13.87,1.52,0.0
20201028:1410,51.68,32.42,11.74,13.39,1.45,0.0
20201028:1510,0.0,0.0,0.0,12.2,1.38,0.0
20201028:1610,0.0,0.0,0.0,10.82,1.38,0.0
20201028:1710,0.0,0.0,0.0,9.72,1.31,0.0
20201028:1810,0.0,0.0,0.0,8.46,1.17,0.0
20201028:1910,0.0,0.0,0.0,8.61,1.1,0.0
20201028:2010,0.0,0.0,0.0,8.61,0.97,0.0
20201028:2110,0.0,0.0,0.0,8.65,0.83,0.0
20201028:2210,0.0,0.0,0.0,8.48,0.83,0.0
20201028:2310,0.0,0.0,0.0,8.54,0.83,0.0
20201029:0010,0.0,0.0,0.0,8.47,0.9,0.0
20201029:0110,0.0,0.0,0.0,8.48,1.17,0.0
20201029:0210,0.0,0.0,0.0,8.27,1.1,0.0
20201029:0310,0.0,0.0,0.0,8.22,1.03,0.0
20201029:0410,0.0,0.0,0.0,8.19,1.03,0.0
20201029:0510,0.0,0.0,0.0,8.1,0.97,0.0
20201029:0610,193.18,87.47,11.74,8.16,0.97,0.0
20201029:0710,310.66,129.39,20.57,8.59,0.69,0.0
20201029:0810,294.05,123.78,27.68,9.39,0.83,0.0
20201029:0910,395.9,161.11,32.38,10.17,0.83,0.0
20201029:1010,589.5,231.69,34.01,11.03,0.97,0.0
20201029:1110,432.29,175.41,32.29,11.91,1.03,0.0
20201029:1210,263.46,113.95,27.52,12.28,1.1,0.0
20201029:1310,462.85,186.47,20.35,12.22,0.97,0.0
20201029:1410,210.94,95.44,11.48,12.28,0.83,0.0
20201029:1510,0.0,0.0,0.0,11.59,0.9,0.0
20201029:1610,0.0,0.0,0.0,10.43,0.83,0.0
20201029:1710,0.0,0.0,0.0,10.24,0.62,0.0
20201029:1810,0.0,0.0,0.0,9.55,0.69,0.0
20201029:1910,0.0,0.0,0.0,10.24,0.21,0.0
20201029:2010,0.0,0.0,0.0,9.22,0.83,0.0
20201029:2110,0.0,0.0,0.0,7.8,1.1,0.0
20201029:2210,0.0,0.0,0.0,6.49,1.24,0.0
20201029:2310,0.0,0.0,0.0,6.12,1.24,0.0
20201030:0010,0.0,0.0,0.0,5.97,1.24,0.0
20201030:0110,0.0,0.0,0.0,5.58,1.52,0.0
20201030:0210,0.0,0.0,0.0,5.81,1.59,0.0
20201030:0310,0.0,0.0,0.0,5.92,1.72,0.0
20201030:0410,0.0,0.0,0.0,6.21,1.79,0.0
20201030:0510,0.0,0.0,0.0,6.18,1.79,0.0
20201030:0610,206.75,92.09,11.49,6.49,1.66,0.0
20201030:0710,889.47,333.54,20.3,7.25,2.9,0.0
20201030:0810,1539.9,568.96,27.39,7.91,2.62,0.0
20201030:0910,1837.02,680.99,32.06,8.65,3.03,0.0
20201030:1010,2064.03,768.48,33.67,9.32,3.45,0.0
20201030:1110,1661.5,614.35,31.97,9.79,3.79,0.0
20201030:1210,1750.02,647.76,27.22,9.85,3.72,0.0
20201030:1310,1015.62,379.32,20.07,9.78,4.21,0.0
20201030:1410,598.08,239.72,11.23,9.09,3.59,0.0
20201030:1510,0.0,0.0,0.0,8.35,2.97,0.0
20201030:1610,0.0,0.0,0.0,7.27,2.48,0.0
20201030:1710,0.0,0.0,0.0,6.37,2.21,0.0
20201030:1810,0.0,0.0,0.0,5.64,1.93,0.0
20201030:1910,0.0,0.0,0.0,5.1,1.79,0.0
20201030:2010,0.0,0.0,0.0,4.17,1.66,0.0
20201030:2110,0.0,0.0,0.0,3.79,1.59,0.0
20201030:2210,0.0,0.0,0.0,3.49,1.52,0.0
20201030:2310,0.0,0.0,0.0,3.55,1.45,0.0
20201031:0010,0.0,0.0,0.0,3.5,1.38,0.0
20201031:0110,0.0,0.0,0.0,3.82,1.38,0.0
20201031:0210,0.0,0.0,0.0,4.45,1.45,0.0
20201031:0310,0.0,0.0,0.0,4.88,1.38,0.0
20201031:0410,0.0,0.0,0.0,5.12,1.45,0.0
20201031:0510,0.0,0.0,0.0,5.31,1.52,0.0
20201031:0610,95.46,49.12,11.24,5.96,1.45,0.0
20201031:0710,197.41,87.43,20.03,6.76,1.59,0.0
20201031:0810,324.67,133.6,27.09,7.66,1.79,0.0
20201031:0910,385.98,156.2,31.74,9.05,2.28,0.0
20201031:1010,385.09,156.2,33.35,9.87,3.03,0.0
20201031:1110,234.66,102.17,31.65,10.29,3.38,0.0
20201031:1210,175.65,80.55,26.92,10.64,3.45,0.0
20201031:1310,400.0,161.59,19.8,10.47,3.38,0.0
20201031:1410,91.1,48.14,10.98,10.1,3.17,0.0
20201031:1510,0.0,0.0,0.0,9.81,2.97,0.0
20201031:1610,0.0,0.0,0.0,9.58,2.76,0.0
20201031:1710,0.0,0.0,0.0,9.3,2.62,0.0
20201031:1810,0.0,0.0,0.0,8.98,2.48,0.0
20201031:1910,0.0,0.0,0.0,8.64,2.41,0.0
20201031:2010,0.0,0.0,0.0,8.21,2.62,0.0
20201031:2110,0.0,0.0,0.0,7.87,2.34,0.0
20201031:2210,0.0,0.0,0.0,7.64,2.55,0.0
20201031:2310,0.0,0.0,0.0,7.45,2.14,0.0
20201101:0010,0.0,0.0,0.0,7.0,1.79,0.0
20201101:0110,0.0,0.0,0.0,6.68,1.66,0.0
20201101:0210,0.0,0.0,0.0,6.16,1.45,0.0
20201101:0310,0.0,0.0,0.0,5.57,1.31,0.0
20201101:0410,0.0,0.0,0.0,5.25,1.31,0.0
20201101:0510,0.0,0.0,0.0,4.65,1.24,0.0
20201101:0610,523.97,216.95,11.0,4.3,1.03,0.0
20201101:0710,1102.78,411.42,19.76,5.08,1.38,0.0
20201101:0810,1651.14,611.19,26.79,5.55,1.45,0.0
20201101:0910,2033.06,762.86,31.42,7.38,1.79,0.0
20201101:1010,2099.74,793.4,33.02,8.76,2.0,0.0
20201101:1110,1959.74,739.89,31.33,9.88,2.14,0.0
20201101:1210,1766.24,665.3,26.62,10.43,2.14,0.0
20201101:1310,1248.54,471.62,19.53,10.54,2.14,0.0
20201101:1410,617.63,250.62,10.73,10.13,1.93,0.0
20201101:1510,0.0,0.0,0.0,9.07,1.59,0.0
20201101:1610,0.0,0.0,0.0,7.4,1.38,0.0
20201101:1710,0.0,0.0,0.0,6.08,1.24,0.0
20201101:1810,0.0,0.0,0.0,5.62,1.17,0.0
20201101:1910,0.0,0.0,0.0,4.63,1.45,0.0
20201101:2010,0.0,0.0,0.0,3.76,1.52,0.0
20201101:2110,0.0,0.0,0.0,3.34,1.45,0.0
20201101:2210,0.0,0.0,0.0,3.01,1.45,0.0
20201101:2310,0.0,0.0,0.0,2.59,1.52,0.0
20201102:0010,0.0,0.0,0.0,2.3,1.52,0.0
20201102:0110,0.0,0.0,0.0,2.04,1.52,0.0
20201102:0210,0.0,0.0,0.0,1.73,1.52,0.0
20201102:0310,0.0,0.0,0.0,1.55,1.59,0.0
20201102:0410,0.0,0.0,0.0,1.85,1.52,0.0
20201102:0510,0.0,0.0,0.0,2.72,1.45,0.0
20201102:0610,298.14,127.12,10.75,3.87,1.24,0.0
20201102:0710,345.25,139.89,19.49,5.52,1.17,0.0
20201102:0810,498.43,196.29,26.5,8.65,1.17,0.0
20201102:0910,1749.89,663.83,31.11,9.93,1.24,0.0
20201102:1010,1062.66,402.45,32.7,10.58,1.31,0.0
20201102:1110,635.23,247.56,31.02,10.96,1.24,0.0
20201102:1210,703.94,272.84,26.34,11.86,1.31,0.0
20201102:1310,728.13,282.91,19.27,12.2,1.17,0.0
20201102:1410,149.5,71.65,10.49,11.49,0.9,0.0
20201102:1510,0.0,0.0,0.0,10.88,0.9,0.0
20201102:1610,0.0,0.0,0.0,10.07,1.03,0.0
20201102:1710,0.0,0.0,0.0,9.49,1.1,0.0
20201102:1810,0.0,0.0,0.0,9.03,1.17,0.0
20201102:1910,0.0,0.0,0.0,8.02,1.38,0.0
20201102:2010,0.0,0.0,0.0,7.69,1.38,0.0
20201102:2110,0.0,0.0,0.0,7.58,1.31,0.0
20201102:2210,0.0,0.0,0.0,7.62,1.38,0.0
20201102:2310,0.0,0.0,0.0,7.74,1.38,0.0
20201103:0010,0.0,0.0,0.0,7.63,1.24,0.0
20201103:0110,0.0,0.0,0.0,7.55,1.24,0.0
20201103:0210,0.0,0.0,0.0,7.47,1.24,0.0
20201103:0310,0.0,0.0,0.0,7.47,1.17,0.0
20201103:0410,0.0,0.0,0.0,7.53,1.17,0.0
20201103:0510,0.0,0.0,0.0,7.62,1.17,0.0
20201103:0610,28.67,21.61,10.51,7.83,1.24,0.0
20201103:0710,94.4,49.12,19.22,8.13,1.31,0.0
20201103:0810,211.62,93.32,26.21,8.59,1.24,0.0
20201103:0910,579.46,226.3,30.8,9.63,1.1,0.0
20201103:1010,667.52,259.11,32.39,10.67,1.1,0.0
20201103:1110,229.76,101.18,30.72,11.61,1.31,0.0
20201103:1210,250.98,109.04,26.05,11.64,1.17,0.0
20201103:1310,189.54,86.45,19.01,12.14,1.17,0.0
20201103:1410,75.55,42.24,10.26,11.89,1.1,0.0
20201103:1510,0.0,0.0,0.0,11.54,1.1,0.0
20201103:1610,0.0,0.0,0.0,11.07,1.03,0.0
20201103:1710,0.0,0.0,0.0,10.71,0.97,0.0
20201103:1810,0.0,0.0,0.0,10.52,0.9,0.0
20201103:1910,0.0,0.0,0.0,10.42,0.97,0.0
20201103:2010,0.0,0.0,0.0,10.4,0.9,0.0
20201103:2110,0.0,0.0,0.0,10.23,0.83,0.0
20201103:2210,0.0,0.0,0.0,10.15,0.76,0.0
20201103:2310,0.0,0.0,0.0,10.05,0.76,0.0
20201104:0010,0.0,0.0,0.0,9.99,0.62,0.0
20201104:0110,0.0,0.0,0.0,9.87,0.62,0.0
20201104:0210,0.0,0.0,0.0,9.76,0.62,0.0
20201104:0310,0.0,0.0,0.0,9.7,0.48,0.0
20201104:0410,0.0,0.0,0.0,9.56,0.48,0.0
20201104:0510,0.0,0.0,0.0,9.45,0.55,0.0
20201104:0610,114.56,57.63,10.26,9.43,0.62,0.0
20201104:0710,85.98,46.17,18.95,10.08,0.55,0.0
20201104:0810,332.1,138.09,25.92,10.63,1.24,0.0
20201104:0910,337.98,140.48,30.5,11.09,1.38,0.0
20201104:1010,739.17,285.05,32.08,11.08,1.38,0.0
20201104:1110,1042.78,394.83,30.42,11.11,1.59,0.0
20201104:1210,343.1,142.12,25.77,10.79,1.38,0.0
20201104:1310,45.7,29.47,18.75,10.34,1.38,0.0
20201104:1410,12.61,13.75,10.02,9.9,1.31,0.0
20201104:1510,0.0,0.0,0.0,9.43,1.31,0.0
20201104:1610,0.0,0.0,0.0,9.0,1.24,0.0
20201104:1710,0.0,0.0,0.0,8.7,1.24,0.0
20201104:1810,0.0,0.0,0.0,8.41,1.17,0.0
20201104:1910,0.0,0.0,0.0,8.25,1.17,0.0
20201104:2010,0.0,0.0,0.0,8.0,1.17,0.0
20201104:2110,0.0,0.0,0.0,7.75,1.03,0.0
20201104:2210,0.0,0.0,0.0,7.43,1.03,0.0
20201104:2310,0.0,0.0,0.0,7.1,1.1,0.0
20201105:0010,0.0,0.0,0.0,6.8,1.03,0.0
20201105:0110,0.0,0.0,0.0,6.52,0.97,0.0
20201105:0210,0.0,0.0,0.0,6.42,0.9,0.0
20201105:0310,0.0,0.0,0.0,6.2,0.9,0.0
20201105:0410,0.0,0.0,0.0,5.89,0.83,0.0
20201105:0510,0.0,0.0,0.0,5.56,0.83,0.0
20201105:0610,175.78,80.77,10.02,5.6,0.83,0.0
20201105:0710,722.24,275.23,18.69,6.34,1.1,0.0
20201105:0810,1301.89,484.47,25.64,7.0,1.17,0.0
20201105:0910,1612.93,605.14,30.19,8.25,1.24,0.0
20201105:1010,1738.02,655.59,31.77,9.39,1.52,0.0
20201105:1110,1697.82,640.13,30.12,10.08,1.72,0.0
20201105:1210,941.54,355.55,25.5,10.16,1.79,0.0
20201105:1310,555.9,217.61,18.5,10.03,1.79,0.0
20201105:1410,261.6,114.44,9.8,9.45,1.72,0.0
20201105:1510,0.0,0.0,0.0,8.47,1.45,0.0
20201105:1610,0.0,0.0,0.0,7.13,1.31,0.0
20201105:1710,0.0,0.0,0.0,5.54,1.17,0.0
20201105:1810,0.0,0.0,0.0,4.63,1.03,0.0
20201105:1910,0.0,0.0,0.0,4.24,1.1,0.0
20201105:2010,0.0,0.0,0.0,3.91,0.97,0.0
20201105:2110,0.0,0.0,0.0,3.94,0.76,0.0
20201105:2210,0.0,0.0,0.0,3.87,0.69,0.0
20201105:2310,0.0,0.0,0.0,3.58,0.62,0.0
20201106:0010,0.0,0.0,0.0,3.2,0.62,0.0
20201106:0110,0.0,0.0,0.0,2.86,0.62,0.0
20201106:0210,0.0,0.0,0.0,2.73,0.48,0.0
20201106:0310,0.0,0.0,0.0,2.61,0.28,0.0
20201106:0410,0.0,0.0,0.0,2.34,0.14,0.0
20201106:0510,0.0,0.0,0.0,2.16,0.34,0.0
20201106:0610,486.94,204.93,9.78,2.15,0.41,0.0
20201106:0710,809.92,303.86,18.43,2.88,0.41,0.0
20201106:0810,1391.87,515.45,25.35,4.54,0.62,0.0
20201106:0910,1900.26,716.83,29.89,6.51,0.83,0.0
20201106:1010,1904.42,722.29,31.47,8.36,1.1,0.0
20201106:1110,1877.15,710.7,29.83,9.49,1.52,0.0
20201106:1210,1662.82,625.2,25.23,9.97,1.86,0.0
20201106:1310,1162.75,439.48,18.26,9.92,1.93,0.0
20201106:1410,537.22,221.1,9.58,9.28,1.72,0.0
20201106:1510,0.0,0.0,0.0,8.28,1.45,0.0
20201106:1610,0.0,0.0,0.0,7.06,1.1,0.0
20201106:1710,0.0,0.0,0.0,5.81,0.97,0.0
20201106:1810,0.0,0.0,0.0,5.18,0.9,0.0
20201106:1910,0.0,0.0,0.0,4.98,0.83,0.0
20201106:2010,0.0,0.0,0.0,5.09,0.48,0.0
20201106:2110,0.0,0.0,0.0,4.77,0.34,0.0
20201106:2210,0.0,0.0,0.0,4.47,0.41,0.0
20201106:2310,0.0,0.0,0.0,4.19,0.48,0.0
20201107:0010,0.0,0.0,0.0,4.02,0.55,0.0
20201107:0110,0.0,0.0,0.0,3.73,0.62,0.0
20201107:0210,0.0,0.0,0.0,3.5,0.55,0.0
20201107:0310,0.0,0.0,0.0,3.31,0.62,0.0
20201107:0410,0.0,0.0,0.0,3.17,0.69,0.0
20201107:0510,0.0,0.0,0.0,3.04,0.55,0.0
20201107:0610,121.18,58.82,9.54,3.08,0.21,0.0
20201107:0710,317.92,129.82,18.17,4.22,0.34,0.0
20201107:0810,582.66,223.48,25.07,5.33,0.62,0.0
20201107:0910,796.0,300.56,29.6,6.69,0.76,0.0
20201107:1010,1159.46,434.89,31.17,8.2,0.9,0.0
20201107:1110,1674.46,633.14,29.54,9.3,1.1,0.0
20201107:1210,1596.83,604.75,24.96,10.1,1.17,0.0
20201107:1310,1130.18,430.46,18.02,10.32,1.24,0.0
20201107:1410,505.63,210.09,9.36,9.92,1.38,0.0
20201107:1510,0.0,0.0,0.0,8.79,1.31,0.0
20201107:1610,0.0,0.0,0.0,7.39,1.31,0.0
20201107:1710,0.0,0.0,0.0,5.75,1.17,0.0
20201107:1810,0.0,0.0,0.0,4.68,1.1,0.0
20201107:1910,0.0,0.0,0.0,4.26,1.1,0.0
20201107:2010,0.0,0.0,0.0,3.66,1.1,0.0
20201107:2110,0.0,0.0,0.0,2.93,1.1,0.0
20201107:2210,0.0,0.0,0.0,2.05,1.17,0.0
20201107:2310,0.0,0.0,0.0,1.58,1.1,0.0
20201108:0010,0.0,0.0,0.0,1.3,0.9,0.0
20201108:0110,0.0,0.0,0.0,1.49,1.1,0.0
20201108:0210,0.0,0.0,0.0,1.15,1.03,0.0
20201108:0310,0.0,0.0,0.0,1.11,1.17,0.0
20201108:0410,0.0,0.0,0.0,1.07,1.17,0.0
20201108:0510,0.0,0.0,0.0,0.87,1.03,0.0
20201108:0610,230.85,101.39,9.3,1.18,0.9,0.0
20201108:0710,928.48,348.46,17.91,4.07,0.83,0.0
20201108:0810,1479.1,553.79,24.79,6.93,0.83,0.0
20201108:0910,1875.71,715.75,29.31,9.33,0.97,0.0
20201108:1010,1885.7,726.57,30.87,11.08,0.97,0.0
20201108:1110,1809.89,699.04,29.26,12.36,1.03,0.0
20201108:1210,1621.7,624.01,24.7,13.06,1.17,0.0
20201108:1310,1133.12,437.62,17.79,13.11,1.24,0.0
20201108:1410,519.33,218.65,9.16,12.48,1.03,0.0
20201108:1510,0.0,0.0,0.0,10.96,1.03,0.0
20201108:1610,0.0,0.0,0.0,8.61,1.03,0.0
20201108:1710,0.0,0.0,0.0,7.07,1.1,0.0
20201108:1810,0.0,0.0,0.0,6.02,1.1,0.0
20201108:1910,0.0,0.0,0.0,4.91,1.24,0.0
20201108:2010,0.0,0.0,0.0,4.1,1.24,0.0
20201108:2110,0.0,0.0,0.0,3.3,1.24,0.0
20201108:2210,0.0,0.0,0.0,2.24,1.24,0.0
20201108:2310,0.0,0.0,0.0,1.52,1.24,0.0
20201109:0010,0.0,0.0,0.0,1.05,1.24,0.0
20201109:0110,0.0,0.0,0.0,0.69,1.24,0.0
20201109:0210,0.0,0.0,0.0,0.18,1.24,0.0
20201109:0310,0.0,0.0,0.0,-0.13,1.24,0.0
20201109:0410,0.0,0.0,0.0,-0.41,1.24,0.0
20201109:0510,0.0,0.0,0.0,-0.5,1.17,0.0
20201109:0610,347.62,147.62,9.06,-0.03,1.03,0.0
20201109:0710,589.31,225.51,17.65,3.59,0.62,0.0
20201109:0810,824.03,311.67,24.52,7.33,0.62,0.0
20201109:0910,1756.16,669.84,29.02,9.79,0.9,0.0
20201109:1010,1644.64,628.67,30.58,11.45,1.1,0.0
20201109:1110,1809.7,697.53,28.98,12.37,1.17,0.0
20201109:1210,1621.57,622.24,24.45,12.83,1.31,0.0
20201109:1310,1130.88,435.72,17.56,12.76,1.38,0.0
20201109:1410,514.72,216.68,8.95,11.97,1.17,0.0
20201109:1510,0.0,0.0,0.0,10.35,1.24,0.0
20201109:1610,0.0,0.0,0.0,8.0,1.17,0.0
20201109:1710,0.0,0.0,0.0,6.49,1.1,0.0
20201109:1810,0.0,0.0,0.0,5.75,1.03,0.0
20201109:1910,0.0,0.0,0.0,4.11,1.17,0.0
20201109:2010,0.0,0.0,0.0,3.48,1.1,0.0
20201109:2110,0.0,0.0,0.0,3.09,1.1,0.0
20201109:2210,0.0,0.0,0.0,2.77,1.03,0.0
20201109:2310,0.0,0.0,0.0,2.46,1.03,0.0
20201110:0010,0.0,0.0,0.0,2.21,1.03,0.0
20201110:0110,0.0,0.0,0.0,2.01,1.03,0.0
20201110:0210,0.0,0.0,0.0,1.72,1.1,0.0
20201110:0310,0.0,0.0,0.0,1.35,1.17,0.0
20201110:0410,0.0,0.0,0.0,1.27,1.17,0.0
20201110:0510,0.0,0.0,0.0,1.62,1.1,0.0
20201110:0610,136.61,65.08,8.82,2.3,0.97,0.0
20201110:0710,321.41,130.82,17.4,4.23,1.24,0.0
20201110:0810,524.32,202.34,24.24,5.19,1.24,0.0
20201110:0910,697.34,264.2,28.73,6.41,1.45,0.0
20201110:1010,300.16,124.76,30.3,7.39,1.52,0.0
20201110:1110,375.97,152.27,28.71,8.17,1.66,0.0
20201110:1210,728.13,276.68,24.2,8.43,1.72,0.0
20201110:1310,610.75,236.03,17.34,8.55,1.72,0.0
20201110:1410,158.43,74.64,8.75,7.96,1.59,0.0
20201110:1510,0.0,0.0,0.0,6.78,1.38,0.0
20201110:1610,0.0,0.0,0.0,5.78,1.24,0.0
20201110:1710,0.0,0.0,0.0,4.95,1.24,0.0
20201110:1810,0.0,0.0,0.0,4.3,1.17,0.0
20201110:1910,0.0,0.0,0.0,3.7,1.17,0.0
20201110:2010,0.0,0.0,0.0,3.55,1.1,0.0
20201110:2110,0.0,0.0,0.0,3.5,1.17,0.0
20201110:2210,0.0,0.0,0.0,3.36,1.24,0.0
20201110:2310,0.0,0.0,0.0,3.51,1.24,0.0
20201111:0010,0.0,0.0,0.0,3.46,1.17,0.0
20201111:0110,0.0,0.0,0.0,3.36,1.1,0.0
20201111:0210,0.0,0.0,0.0,3.4,1.03,0.0
20201111:0310,0.0,0.0,0.0,3.13,0.9,0.0
20201111:0410,0.0,0.0,0.0,3.05,1.03,0.0
20201111:0510,0.0,0.0,0.0,2.96,1.03,0.0
20201111:0610,98.4,50.21,8.59,3.02,1.03,0.0
20201111:0710,239.42,101.62,17.14,4.11,1.38,0.0
20201111:0810,248.13,105.11,23.97,5.15,1.45,0.0
20201111:0910,181.86,81.54,28.45,6.11,1.52,0.0
20201111:1010,173.22,78.59,30.02,6.8,1.52,0.0
20201111:1110,164.64,75.64,28.44,7.57,1.66,0.0
20201111:1210,104.77,53.05,23.96,7.65,1.72,0.0
20201111:1310,89.63,47.15,17.12,7.74,1.86,0.0
20201111:1410,40.96,27.09,8.56,7.33,1.72,0.0
20201111:1510,0.0,0.0,0.0,6.44,1.38,0.0
20201111:1610,0.0,0.0,0.0,5.54,1.24,0.0
20201111:1710,0.0,0.0,0.0,4.83,1.17,0.0
20201111:1810,0.0,0.0,0.0,4.04,1.03,0.0
20201111:1910,0.0,0.0,0.0,3.14,1.1,0.0
20201111:2010,0.0,0.0,0.0,2.81,1.1,0.0
20201111:2110,0.0,0.0,0.0,2.37,1.1,0.0
20201111:2210,0.0,0.0,0.0,2.11,0.97,0.0
20201111:2310,0.0,0.0,0.0,1.78,1.03,0.0
20201112:0010,0.0,0.0,0.0,1.37,1.1,0.0
20201112:0110,0.0,0.0,0.0,1.41,1.1,0.0
20201112:0210,0.0,0.0,0.0,1.24,1.1,0.0
20201112:0310,0.0,0.0,0.0,1.29,1.1,0.0
20201112:0410,0.0,0.0,0.0,1.5,1.1,0.0
20201112:0510,0.0,0.0,0.0,1.43,1.17,0.0
20201112:0610,231.71,103.39,8.35,1.73,1.03,0.0
20201112:0710,751.04,284.01,16.89,3.66,0.76,0.0
20201112:0810,1022.85,381.05,23.71,5.88,0.76,0.0
20201112:0910,1619.65,610.11,28.18,7.34,0.62,0.0
20201112:1010,1707.26,651.23,29.75,8.84,0.48,0.0
20201112:1110,1385.98,525.66,28.18,9.68,0.55,0.0
20201112:1210,1471.2,562.15,23.72,10.25,0.41,0.0
20201112:1310,1061.41,408.85,16.91,10.3,0.28,0.0
20201112:1410,84.32,45.47,8.37,9.85,0.55,0.0
20201112:1510,0.0,0.0,0.0,8.69,1.1,0.0
20201112:1610,0.0,0.0,0.0,6.86,1.1,0.0
20201112:1710,0.0,0.0,0.0,5.72,1.1,0.0
20201112:1810,0.0,0.0,0.0,4.58,1.17,0.0
20201112:1910,0.0,0.0,0.0,3.73,1.24,0.0
20201112:2010,0.0,0.0,0.0,3.03,1.17,0.0
20201112:2110,0.0,0.0,0.0,2.47,1.17,0.0
20201112:2210,0.0,0.0,0.0,1.81,1.17,0.0
20201112:2310,0.0,0.0,0.0,1.59,1.1,0.0
20201113:0010,0.0,0.0,0.0,1.4,1.03,0.0
20201113:0110,0.0,0.0,0.0,1.25,1.1,0.0
20201113:0210,0.0,0.0,0.0,1.16,1.17,0.0
20201113:0310,0.0,0.0,0.0,1.13,1.1,0.0
20201113:0410,0.0,0.0,0.0,1.11,1.03,0.0
20201113:0510,0.0,0.0,0.0,0.55,1.03,0.0
20201113:0610,138.08,65.96,8.12,0.83,0.9,0.0
20201113:0710,369.12,147.23,16.65,2.77,0.48,0.0
20201113:0810,715.65,270.92,23.45,5.27,0.21,0.0
20201113:0910,175.46,79.57,27.91,6.8,0.14,0.0
20201113:1010,554.24,216.09,29.48,7.71,0.41,0.0
20201113:1110,260.45,111.01,27.93,7.98,0.48,0.0
20201113:1210,72.13,40.28,23.49,8.24,0.76,0.0
20201113:1310,451.23,179.44,16.7,8.06,0.69,0.0
20201113:1410,95.01,49.34,8.19,7.79,0.41,0.0
20201113:1510,0.0,0.0,0.0,7.13,0.41,0.0
20201113:1610,0.0,0.0,0.0,6.7,0.28,0.0
20201113:1710,0.0,0.0,0.0,6.14,0.14,0.0
20201113:1810,0.0,0.0,0.0,5.49,0.34,0.0
20201113:1910,0.0,0.0,0.0,4.83,0.34,0.0
20201113:2010,0.0,0.0,0.0,4.22,0.55,0.0
20201113:2110,0.0,0.0,0.0,3.53,0.62,0.0
20201113:2210,0.0,0.0,0.0,3.14,0.69,0.0
20201113:2310,0.0,0.0,0.0,2.89,0.76,0.0
20201114:0010,0.0,0.0,0.0,2.68,0.76,0.0
20201114:0110,0.0,0.0,0.0,2.57,0.76,0.0
20201114:0210,0.0,0.0,0.0,2.54,0.76,0.0
20201114:0310,0.0,0.0,0.0,2.65,0.76,0.0
20201114:0410,0.0,0.0,0.0,2.62,0.76,0.0
20201114:0510,0.0,0.0,0.0,2.45,0.83,0.0
20201114:0610,84.06,44.37,7.89,2.42,0.76,0.0
20201114:0710,247.17,104.44,16.4,3.9,0.76,0.0
20201114:0810,495.17,192.36,23.19,5.02,0.69,0.0
20201114:0910,584.74,225.03,27.64,6.73,1.24,0.0
20201114:1010,1397.47,518.48,29.21,7.55,1.66,0.0
20201114:1110,1731.94,646.51,27.68,8.31,1.86,0.0
20201114:1210,1590.08,594.45,23.26,8.77,1.79,0.0
20201114:1310,1084.48,410.88,16.5,9.04,1.59,0.0
20201114:1410,77.63,42.56,8.02,8.69,1.17,0.0
20201114:1510,0.0,0.0,0.0,7.53,0.76,0.0
20201114:1610,0.0,0.0,0.0,7.25,0.41,0.0
20201114:1710,0.0,0.0,0.0,6.66,0.41,0.0
20201114:1810,0.0,0.0,0.0,6.08,0.55,0.0
20201114:1910,0.0,0.0,0.0,5.43,0.48,0.0
20201114:2010,0.0,0.0,0.0,4.81,0.69,0.0
20201114:2110,0.0,0.0,0.0,3.86,0.83,0.0
20201114:2210,0.0,0.0,0.0,3.13,0.9,0.0
20201114:2310,0.0,0.0,0.0,2.7,0.9,0.0
20201115:0010,0.0,0.0,0.0,2.34,0.97,0.0
20201115:0110,0.0,0.0,0.0,1.99,1.03,0.0
20201115:0210,0.0,0.0,0.0,1.31,1.1,0.0
20201115:0310,0.0,0.0,0.0,0.86,1.17,0.0
20201115:0410,0.0,0.0,0.0,0.53,1.17,0.0
20201115:0510,0.0,0.0,0.0,0.32,1.17,0.0
20201115:0610,300.67,132.97,7.67,0.37,1.1,0.0
20201115:0710,832.64,311.88,16.16,1.63,0.69,0.0
20201115:0810,1214.3,450.81,22.93,4.83,0.48,0.0
20201115:0910,1794.34,679.35,27.38,6.82,0.48,0.0
20201115:1010,1792.8,681.81,28.95,8.19,0.62,0.0
20201115:1110,1766.37,671.5,27.44,9.01,0.83,0.0
20201115:1210,1567.33,593.64,23.04,9.35,0.9,0.0
20201115:1310,1082.88,412.7,16.31,9.28,1.03,0.0
